School_ID,Time_ID,Budget,Spending_On_Library,Spending_On_Teachers,Number_of_Classrooms,Library_Books,Health_Staff
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,21,1915007,552163,1284011,33,4380,4
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,22,4041685,196105,1994445,14,3495,10
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,23,3119282,223887,1045723,26,3473,4
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,24,4266457,259499,1613781,45,2134,1
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,25,3998445,141815,1711107,10,6364,10
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,26,3585146,353794,699835,32,8420,10
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,27,1721298,248577,1839289,27,5360,5
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,28,2964903,315087,1027337,18,3139,10
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,29,3409132,752685,315192,15,4660,6
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,30,4899236,303675,1177965,44,9506,5
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,31,1284642,516345,1623905,18,6066,7
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,32,2471352,955790,1257201,32,6773,2
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,33,583119,212393,1625387,47,7469,9
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,34,1654896,591521,740415,35,8118,3
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,35,2500605,440904,1665586,30,2554,6
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,36,1281885,592458,317102,41,8923,9
82ec9f2d-fbf6-416f-9b30-80d56fb78271,1,1588122,744272,825162,20,3413,8
82ec9f2d-fbf6-416f-9b30-80d56fb78271,2,2055958,538717,1828280,26,4180,7
82ec9f2d-fbf6-416f-9b30-80d56fb78271,3,1447630,490886,754102,40,5184,8
82ec9f2d-fbf6-416f-9b30-80d56fb78271,4,1514655,858091,338213,35,9767,4
82ec9f2d-fbf6-416f-9b30-80d56fb78271,5,2626919,569843,1285815,39,4946,7
82ec9f2d-fbf6-416f-9b30-80d56fb78271,6,1080897,305391,1648751,29,7340,1
82ec9f2d-fbf6-416f-9b30-80d56fb78271,7,3872402,806042,578047,23,2274,7
82ec9f2d-fbf6-416f-9b30-80d56fb78271,8,2791852,994290,1771777,11,1590,1
82ec9f2d-fbf6-416f-9b30-80d56fb78271,9,3116319,731590,1259830,26,6949,8
82ec9f2d-fbf6-416f-9b30-80d56fb78271,10,3449857,441445,229596,38,3654,4
82ec9f2d-fbf6-416f-9b30-80d56fb78271,11,1382444,813460,1484105,21,1746,1
82ec9f2d-fbf6-416f-9b30-80d56fb78271,12,1726175,715796,640840,48,2135,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,13,1413874,739642,797165,25,7925,8
82ec9f2d-fbf6-416f-9b30-80d56fb78271,14,3551568,384951,768398,32,6484,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,15,755390,530800,1603329,32,5707,1
82ec9f2d-fbf6-416f-9b30-80d56fb78271,16,698276,732830,559326,16,5424,5
82ec9f2d-fbf6-416f-9b30-80d56fb78271,17,2256334,865966,1504200,29,3729,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,18,2483501,994806,1760472,13,2889,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,19,1692937,534784,444988,21,8027,6
82ec9f2d-fbf6-416f-9b30-80d56fb78271,20,2659975,499407,1684439,31,5509,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,21,4955980,903753,636617,32,9325,7
82ec9f2d-fbf6-416f-9b30-80d56fb78271,22,2586366,331280,1153586,14,9216,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,23,1663178,177391,1404262,41,4561,9
82ec9f2d-fbf6-416f-9b30-80d56fb78271,24,534125,997283,1380223,18,4719,1
82ec9f2d-fbf6-416f-9b30-80d56fb78271,25,4981799,467767,234758,15,9638,2
82ec9f2d-fbf6-416f-9b30-80d56fb78271,26,633497,254994,1246480,30,6689,4
82ec9f2d-fbf6-416f-9b30-80d56fb78271,27,3567552,544131,762437,12,8439,6
82ec9f2d-fbf6-416f-9b30-80d56fb78271,28,3310137,580102,1213722,30,1028,5
82ec9f2d-fbf6-416f-9b30-80d56fb78271,29,3796035,874089,1158455,30,4657,6
82ec9f2d-fbf6-416f-9b30-80d56fb78271,30,2724180,678174,1540258,16,3425,7
82ec9f2d-fbf6-416f-9b30-80d56fb78271,31,3917681,545558,1686179,43,4114,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,32,2330224,473471,1458982,44,4479,4
82ec9f2d-fbf6-416f-9b30-80d56fb78271,33,4004853,129733,616633,28,8651,4
82ec9f2d-fbf6-416f-9b30-80d56fb78271,34,4830873,638699,619011,31,5989,7
82ec9f2d-fbf6-416f-9b30-80d56fb78271,35,553611,115449,1545277,40,6585,10
82ec9f2d-fbf6-416f-9b30-80d56fb78271,36,1446628,538564,1022823,31,8270,1
688c7015-aab9-4e49-8f2d-479681d2c7de,1,1953663,280770,1919396,18,6671,9
688c7015-aab9-4e49-8f2d-479681d2c7de,2,938492,488362,873388,28,2307,2
688c7015-aab9-4e49-8f2d-479681d2c7de,3,1335483,382159,216834,43,7660,7
688c7015-aab9-4e49-8f2d-479681d2c7de,4,1485566,748090,1650639,15,5385,6
688c7015-aab9-4e49-8f2d-479681d2c7de,5,1447268,959066,963334,38,6967,4
688c7015-aab9-4e49-8f2d-479681d2c7de,6,4758358,526471,541918,35,2868,7
688c7015-aab9-4e49-8f2d-479681d2c7de,7,2954074,364355,1597895,26,1252,7
688c7015-aab9-4e49-8f2d-479681d2c7de,8,2584985,159731,1975905,34,3394,7
688c7015-aab9-4e49-8f2d-479681d2c7de,9,3685745,337197,1955121,16,3991,1
688c7015-aab9-4e49-8f2d-479681d2c7de,10,2794718,609372,621221,17,3000,9
688c7015-aab9-4e49-8f2d-479681d2c7de,11,3176270,142806,1403682,26,1187,2
688c7015-aab9-4e49-8f2d-479681d2c7de,12,3101307,126809,1869621,20,3924,6
688c7015-aab9-4e49-8f2d-479681d2c7de,13,2453012,797948,615486,30,1918,4
688c7015-aab9-4e49-8f2d-479681d2c7de,14,515793,386683,1599377,18,3292,7
688c7015-aab9-4e49-8f2d-479681d2c7de,15,1110172,750793,1366149,34,7164,1
688c7015-aab9-4e49-8f2d-479681d2c7de,16,2489589,321054,583844,44,6525,7
688c7015-aab9-4e49-8f2d-479681d2c7de,17,3779570,175821,786653,14,790,9
688c7015-aab9-4e49-8f2d-479681d2c7de,18,3851721,488498,726571,12,7656,2
688c7015-aab9-4e49-8f2d-479681d2c7de,19,4543489,420895,217247,26,8914,2
688c7015-aab9-4e49-8f2d-479681d2c7de,20,4818068,550914,819938,38,6455,2
688c7015-aab9-4e49-8f2d-479681d2c7de,21,1691346,196055,813160,11,6167,5
688c7015-aab9-4e49-8f2d-479681d2c7de,22,3760933,746730,1143759,11,4891,1
688c7015-aab9-4e49-8f2d-479681d2c7de,23,4204935,365186,445466,16,9712,10
688c7015-aab9-4e49-8f2d-479681d2c7de,24,2234161,994383,1544009,42,6797,7
688c7015-aab9-4e49-8f2d-479681d2c7de,25,3753685,672474,276971,11,2783,8
688c7015-aab9-4e49-8f2d-479681d2c7de,26,1815920,935145,1134848,18,6359,2
688c7015-aab9-4e49-8f2d-479681d2c7de,27,3941235,300265,835066,20,4022,6
688c7015-aab9-4e49-8f2d-479681d2c7de,28,3378289,874575,1063389,39,8933,1
688c7015-aab9-4e49-8f2d-479681d2c7de,29,1815886,593688,1450411,45,3303,5
688c7015-aab9-4e49-8f2d-479681d2c7de,30,1970322,857996,1123210,34,3052,5
688c7015-aab9-4e49-8f2d-479681d2c7de,31,2486585,114997,224254,35,5039,4
688c7015-aab9-4e49-8f2d-479681d2c7de,32,3425359,592701,1068305,19,7723,9
688c7015-aab9-4e49-8f2d-479681d2c7de,33,2531250,699249,1224691,16,823,10
688c7015-aab9-4e49-8f2d-479681d2c7de,34,3691634,292199,250067,18,9975,4
688c7015-aab9-4e49-8f2d-479681d2c7de,35,893075,669179,691087,13,7853,7
688c7015-aab9-4e49-8f2d-479681d2c7de,36,839183,834214,1759081,41,6703,1
82dc4c8e-36b5-429a-acf5-e81e71316269,1,4854072,871292,659695,20,3581,6
82dc4c8e-36b5-429a-acf5-e81e71316269,2,1029367,619377,750200,33,1330,9
82dc4c8e-36b5-429a-acf5-e81e71316269,3,2043488,102657,881556,42,9219,9
82dc4c8e-36b5-429a-acf5-e81e71316269,4,910664,219887,1446775,14,5800,1
82dc4c8e-36b5-429a-acf5-e81e71316269,5,966246,546277,1574291,31,4351,6
82dc4c8e-36b5-429a-acf5-e81e71316269,6,3795286,103785,1566519,22,7797,6
82dc4c8e-36b5-429a-acf5-e81e71316269,7,1691414,885233,954066,38,7923,6
82dc4c8e-36b5-429a-acf5-e81e71316269,8,4500796,261177,1525737,31,6350,9
82dc4c8e-36b5-429a-acf5-e81e71316269,9,4214585,288231,1651615,39,8364,9
82dc4c8e-36b5-429a-acf5-e81e71316269,10,2435504,112357,310340,37,760,3
82dc4c8e-36b5-429a-acf5-e81e71316269,11,4689307,826443,667196,32,7770,1
82dc4c8e-36b5-429a-acf5-e81e71316269,12,1825112,464016,1724702,31,6229,6
82dc4c8e-36b5-429a-acf5-e81e71316269,13,4533789,590487,1378596,24,682,1
82dc4c8e-36b5-429a-acf5-e81e71316269,14,4505232,522856,350128,15,3673,5
82dc4c8e-36b5-429a-acf5-e81e71316269,15,2125258,424922,335719,33,6157,6
82dc4c8e-36b5-429a-acf5-e81e71316269,16,3768377,929391,486034,49,6093,3
82dc4c8e-36b5-429a-acf5-e81e71316269,17,1207639,716414,848001,22,4638,3
82dc4c8e-36b5-429a-acf5-e81e71316269,18,2436318,930557,815678,25,1284,2
82dc4c8e-36b5-429a-acf5-e81e71316269,19,2402245,755888,1034308,10,9857,8
82dc4c8e-36b5-429a-acf5-e81e71316269,20,1430811,334697,1639786,49,1652,9
82dc4c8e-36b5-429a-acf5-e81e71316269,21,669097,901652,1778122,44,3693,9
82dc4c8e-36b5-429a-acf5-e81e71316269,22,3667215,907320,1370114,22,7357,3
82dc4c8e-36b5-429a-acf5-e81e71316269,23,3783187,319131,1189675,45,7898,10
82dc4c8e-36b5-429a-acf5-e81e71316269,24,792448,166390,507278,45,9254,7
82dc4c8e-36b5-429a-acf5-e81e71316269,25,2953604,329494,1732957,47,9113,6
82dc4c8e-36b5-429a-acf5-e81e71316269,26,4566035,393775,1089520,31,4984,1
82dc4c8e-36b5-429a-acf5-e81e71316269,27,4041699,658570,1828062,23,3690,2
82dc4c8e-36b5-429a-acf5-e81e71316269,28,4712522,791175,1441663,35,3273,3
82dc4c8e-36b5-429a-acf5-e81e71316269,29,779609,546702,499517,13,4742,10
82dc4c8e-36b5-429a-acf5-e81e71316269,30,1506352,457487,902279,25,1843,1
82dc4c8e-36b5-429a-acf5-e81e71316269,31,2279265,885065,1947138,18,5746,8
82dc4c8e-36b5-429a-acf5-e81e71316269,32,3074959,410236,568106,12,3168,7
82dc4c8e-36b5-429a-acf5-e81e71316269,33,3775659,245776,614800,16,6893,10
82dc4c8e-36b5-429a-acf5-e81e71316269,34,3365236,859886,1908088,16,2889,3
82dc4c8e-36b5-429a-acf5-e81e71316269,35,3458414,310607,1367797,29,9784,9
82dc4c8e-36b5-429a-acf5-e81e71316269,36,3580175,969393,534849,11,6548,8
12a4def0-c4bb-47a9-9988-68dd9c7c7377,1,2554689,899240,467225,15,9339,7
12a4def0-c4bb-47a9-9988-68dd9c7c7377,2,2420233,280060,1506029,44,5224,7
12a4def0-c4bb-47a9-9988-68dd9c7c7377,3,1255058,583194,404763,25,3282,6
12a4def0-c4bb-47a9-9988-68dd9c7c7377,4,3201714,189532,851355,35,8159,4
12a4def0-c4bb-47a9-9988-68dd9c7c7377,5,4438497,343864,306165,31,2986,2
12a4def0-c4bb-47a9-9988-68dd9c7c7377,6,1404319,885312,1445403,10,4266,3
12a4def0-c4bb-47a9-9988-68dd9c7c7377,7,4749843,967223,916491,14,2683,4
12a4def0-c4bb-47a9-9988-68dd9c7c7377,8,964388,384018,791799,48,8257,7
12a4def0-c4bb-47a9-9988-68dd9c7c7377,9,747786,687441,639212,16,7509,8
12a4def0-c4bb-47a9-9988-68dd9c7c7377,10,2359342,306083,725323,37,3294,1
12a4def0-c4bb-47a9-9988-68dd9c7c7377,11,2856473,623101,1644644,12,7291,3
12a4def0-c4bb-47a9-9988-68dd9c7c7377,12,4194580,528510,262032,10,9645,1
12a4def0-c4bb-47a9-9988-68dd9c7c7377,13,2097214,185217,892795,26,5540,7
12a4def0-c4bb-47a9-9988-68dd9c7c7377,14,2766489,429004,1327210,32,5949,8
12a4def0-c4bb-47a9-9988-68dd9c7c7377,15,4185617,470665,937660,40,8996,10
12a4def0-c4bb-47a9-9988-68dd9c7c7377,16,1310381,592550,1997312,39,4369,1
12a4def0-c4bb-47a9-9988-68dd9c7c7377,17,1167268,479094,1211754,37,5864,7
12a4def0-c4bb-47a9-9988-68dd9c7c7377,18,3342901,974466,1580998,15,1211,6
12a4def0-c4bb-47a9-9988-68dd9c7c7377,19,897091,366954,475869,22,4965,6
12a4def0-c4bb-47a9-9988-68dd9c7c7377,20,3417867,242804,378100,42,912,5
12a4def0-c4bb-47a9-9988-68dd9c7c7377,21,4817979,825958,633906,33,9081,1
12a4def0-c4bb-47a9-9988-68dd9c7c7377,22,3741782,814929,1475373,14,6837,3
12a4def0-c4bb-47a9-9988-68dd9c7c7377,23,4290099,792283,1361480,19,2926,4
12a4def0-c4bb-47a9-9988-68dd9c7c7377,24,1647037,225116,703447,23,5599,9
12a4def0-c4bb-47a9-9988-68dd9c7c7377,25,816848,692164,1758406,15,995,8
12a4def0-c4bb-47a9-9988-68dd9c7c7377,26,2695381,790556,457301,47,3424,1
12a4def0-c4bb-47a9-9988-68dd9c7c7377,27,4259752,492168,312707,14,6758,3
12a4def0-c4bb-47a9-9988-68dd9c7c7377,28,2253965,684000,1255474,40,9639,8
12a4def0-c4bb-47a9-9988-68dd9c7c7377,29,3172803,993786,1084584,16,7250,7
12a4def0-c4bb-47a9-9988-68dd9c7c7377,30,900724,438728,1827517,30,5704,9
12a4def0-c4bb-47a9-9988-68dd9c7c7377,31,3971072,284019,1414429,28,5445,1
12a4def0-c4bb-47a9-9988-68dd9c7c7377,32,4601916,823039,843206,30,3238,6
12a4def0-c4bb-47a9-9988-68dd9c7c7377,33,650216,284577,1955125,13,871,1
12a4def0-c4bb-47a9-9988-68dd9c7c7377,34,3909251,244003,298344,38,802,8
12a4def0-c4bb-47a9-9988-68dd9c7c7377,35,946657,239611,1065482,25,2708,9
12a4def0-c4bb-47a9-9988-68dd9c7c7377,36,3647728,558341,866531,39,8575,3
8f15ba58-fce6-4504-87f8-424daae65fc1,1,2777091,156172,1291082,43,1599,4
8f15ba58-fce6-4504-87f8-424daae65fc1,2,3808058,280843,1576227,25,3739,3
8f15ba58-fce6-4504-87f8-424daae65fc1,3,3281261,453552,1073075,36,6786,3
8f15ba58-fce6-4504-87f8-424daae65fc1,4,3958741,823427,236854,18,2559,3
8f15ba58-fce6-4504-87f8-424daae65fc1,5,1499773,358168,1555288,45,2351,10
8f15ba58-fce6-4504-87f8-424daae65fc1,6,2614121,786996,669672,12,2842,7
8f15ba58-fce6-4504-87f8-424daae65fc1,7,1225671,547345,1373996,16,6129,7
8f15ba58-fce6-4504-87f8-424daae65fc1,8,3481254,841344,765561,17,8822,10
8f15ba58-fce6-4504-87f8-424daae65fc1,9,3641231,842553,1491131,26,9134,5
8f15ba58-fce6-4504-87f8-424daae65fc1,10,4703017,861833,527413,12,7807,8
8f15ba58-fce6-4504-87f8-424daae65fc1,11,4283459,714092,204054,32,7475,7
8f15ba58-fce6-4504-87f8-424daae65fc1,12,3420195,823449,660302,11,1193,4
8f15ba58-fce6-4504-87f8-424daae65fc1,13,4544256,988594,489368,34,5365,10
8f15ba58-fce6-4504-87f8-424daae65fc1,14,2535493,161242,1265082,20,9347,7
8f15ba58-fce6-4504-87f8-424daae65fc1,15,2176109,192983,1565628,42,5680,7
8f15ba58-fce6-4504-87f8-424daae65fc1,16,4081343,461110,1138729,29,5720,10
8f15ba58-fce6-4504-87f8-424daae65fc1,17,1281679,190113,1229021,43,2186,6
8f15ba58-fce6-4504-87f8-424daae65fc1,18,1042182,642575,1519118,27,3614,8
8f15ba58-fce6-4504-87f8-424daae65fc1,19,3883517,741057,596324,15,6299,3
8f15ba58-fce6-4504-87f8-424daae65fc1,20,1499920,142689,1668708,42,9754,2
8f15ba58-fce6-4504-87f8-424daae65fc1,21,3613374,151791,844334,21,543,8
8f15ba58-fce6-4504-87f8-424daae65fc1,22,1056609,207639,1967727,12,3938,1
8f15ba58-fce6-4504-87f8-424daae65fc1,23,3985415,147403,563038,48,6233,1
8f15ba58-fce6-4504-87f8-424daae65fc1,24,1302113,765566,1135885,12,3102,9
8f15ba58-fce6-4504-87f8-424daae65fc1,25,681994,858346,1192496,33,5841,9
8f15ba58-fce6-4504-87f8-424daae65fc1,26,3506510,695727,202315,30,7945,6
8f15ba58-fce6-4504-87f8-424daae65fc1,27,3185514,233471,1839130,45,1429,4
8f15ba58-fce6-4504-87f8-424daae65fc1,28,1239185,761623,358282,28,1730,4
8f15ba58-fce6-4504-87f8-424daae65fc1,29,4114844,455116,1675477,23,4701,10
8f15ba58-fce6-4504-87f8-424daae65fc1,30,4358308,310871,552158,37,8929,4
8f15ba58-fce6-4504-87f8-424daae65fc1,31,1043705,276181,306066,19,5479,4
8f15ba58-fce6-4504-87f8-424daae65fc1,32,1136232,892303,503684,26,8971,8
8f15ba58-fce6-4504-87f8-424daae65fc1,33,3303111,673205,1545593,27,6641,8
8f15ba58-fce6-4504-87f8-424daae65fc1,34,3404727,430411,1078331,16,9281,2
8f15ba58-fce6-4504-87f8-424daae65fc1,35,3639576,376373,777429,17,7178,1
8f15ba58-fce6-4504-87f8-424daae65fc1,36,555353,534482,960615,14,3206,1
8a476a87-e49d-481d-91d8-7c6455fa1ab8,1,2929439,196808,1955508,30,2187,3
8a476a87-e49d-481d-91d8-7c6455fa1ab8,2,1966451,847081,301709,16,5066,10
8a476a87-e49d-481d-91d8-7c6455fa1ab8,3,2796853,607795,328419,35,3992,4
8a476a87-e49d-481d-91d8-7c6455fa1ab8,4,4627711,188006,342569,46,9979,4
8a476a87-e49d-481d-91d8-7c6455fa1ab8,5,2147240,476668,699697,37,2413,8
8a476a87-e49d-481d-91d8-7c6455fa1ab8,6,1793014,413055,1968353,37,5904,2
8a476a87-e49d-481d-91d8-7c6455fa1ab8,7,610359,528358,800844,16,2703,8
8a476a87-e49d-481d-91d8-7c6455fa1ab8,8,1418501,231603,1285617,17,3180,1
8a476a87-e49d-481d-91d8-7c6455fa1ab8,9,1553599,645804,786325,28,4173,9
8a476a87-e49d-481d-91d8-7c6455fa1ab8,10,2721259,871374,1721078,31,6413,7
8a476a87-e49d-481d-91d8-7c6455fa1ab8,11,2858637,177097,1421890,19,3029,2
8a476a87-e49d-481d-91d8-7c6455fa1ab8,12,4630519,389046,1012591,30,8028,2
8a476a87-e49d-481d-91d8-7c6455fa1ab8,13,4165234,196356,1651686,11,2006,7
8a476a87-e49d-481d-91d8-7c6455fa1ab8,14,2316677,329867,665036,41,8193,2
8a476a87-e49d-481d-91d8-7c6455fa1ab8,15,4325927,769059,743459,36,9461,7
8a476a87-e49d-481d-91d8-7c6455fa1ab8,16,3930039,329670,1458690,19,5107,10
8a476a87-e49d-481d-91d8-7c6455fa1ab8,17,2525706,297912,922802,32,7767,4
8a476a87-e49d-481d-91d8-7c6455fa1ab8,18,1849263,317802,1986779,23,1716,1
8a476a87-e49d-481d-91d8-7c6455fa1ab8,19,2843308,318702,263583,45,5017,10
8a476a87-e49d-481d-91d8-7c6455fa1ab8,20,2691971,542196,590090,40,2353,2
8a476a87-e49d-481d-91d8-7c6455fa1ab8,21,732071,178668,674310,26,2536,5
8a476a87-e49d-481d-91d8-7c6455fa1ab8,22,772372,328851,368625,22,9333,9
8a476a87-e49d-481d-91d8-7c6455fa1ab8,23,838458,760215,422070,30,9695,8
8a476a87-e49d-481d-91d8-7c6455fa1ab8,24,1626629,356989,1375358,26,8918,10
8a476a87-e49d-481d-91d8-7c6455fa1ab8,25,3758035,743960,504424,39,8659,6
8a476a87-e49d-481d-91d8-7c6455fa1ab8,26,3829758,567464,1850869,41,8382,4
8a476a87-e49d-481d-91d8-7c6455fa1ab8,27,2648064,313205,1737127,38,8694,5
8a476a87-e49d-481d-91d8-7c6455fa1ab8,28,3961496,384499,1969875,22,4209,8
8a476a87-e49d-481d-91d8-7c6455fa1ab8,29,2013142,331554,1686775,10,889,6
8a476a87-e49d-481d-91d8-7c6455fa1ab8,30,4716769,379775,381801,30,2213,2
8a476a87-e49d-481d-91d8-7c6455fa1ab8,31,2022932,230502,928837,33,6249,4
8a476a87-e49d-481d-91d8-7c6455fa1ab8,32,2016349,625101,1124919,25,9284,4
8a476a87-e49d-481d-91d8-7c6455fa1ab8,33,1561917,167116,754019,22,6979,1
8a476a87-e49d-481d-91d8-7c6455fa1ab8,34,973204,419731,209241,34,8770,8
8a476a87-e49d-481d-91d8-7c6455fa1ab8,35,3084323,916323,318732,37,1377,5
8a476a87-e49d-481d-91d8-7c6455fa1ab8,36,944901,624822,1159410,21,2576,7
db52ca58-0500-4bc6-b20d-cb6ef2311f17,1,1554795,386694,1505255,46,3923,5
db52ca58-0500-4bc6-b20d-cb6ef2311f17,2,3521408,829186,1988607,25,1479,1
db52ca58-0500-4bc6-b20d-cb6ef2311f17,3,4938245,800365,1638672,41,6003,6
db52ca58-0500-4bc6-b20d-cb6ef2311f17,4,3320662,804986,1784640,49,2624,10
db52ca58-0500-4bc6-b20d-cb6ef2311f17,5,2879845,504976,1227537,15,4539,6
db52ca58-0500-4bc6-b20d-cb6ef2311f17,6,4592029,824351,1933697,49,3466,9
db52ca58-0500-4bc6-b20d-cb6ef2311f17,7,3999286,256698,637493,24,4669,5
db52ca58-0500-4bc6-b20d-cb6ef2311f17,8,2614831,408117,923771,40,7295,6
db52ca58-0500-4bc6-b20d-cb6ef2311f17,9,3804290,434919,389151,14,9024,1
db52ca58-0500-4bc6-b20d-cb6ef2311f17,10,4753562,513518,548813,22,6012,7
db52ca58-0500-4bc6-b20d-cb6ef2311f17,11,2651047,871506,427748,39,961,10
db52ca58-0500-4bc6-b20d-cb6ef2311f17,12,4537650,552437,774505,16,7880,3
db52ca58-0500-4bc6-b20d-cb6ef2311f17,13,4138551,204008,243438,10,3642,3
db52ca58-0500-4bc6-b20d-cb6ef2311f17,14,2242914,399468,1907160,47,5804,6
db52ca58-0500-4bc6-b20d-cb6ef2311f17,15,1559889,978075,1109654,20,8337,9
db52ca58-0500-4bc6-b20d-cb6ef2311f17,16,3935088,434740,1621404,45,9885,1
db52ca58-0500-4bc6-b20d-cb6ef2311f17,17,3966125,711257,1215144,19,1185,10
db52ca58-0500-4bc6-b20d-cb6ef2311f17,18,3854407,687741,363810,14,9525,10
db52ca58-0500-4bc6-b20d-cb6ef2311f17,19,508811,934144,963221,46,8300,10
db52ca58-0500-4bc6-b20d-cb6ef2311f17,20,4599025,975851,522473,47,6846,8
db52ca58-0500-4bc6-b20d-cb6ef2311f17,21,3710251,112017,450477,42,2360,5
db52ca58-0500-4bc6-b20d-cb6ef2311f17,22,2971639,356539,468159,31,6974,2
db52ca58-0500-4bc6-b20d-cb6ef2311f17,23,2593537,316105,208917,18,598,5
db52ca58-0500-4bc6-b20d-cb6ef2311f17,24,2705765,372756,745221,24,527,1
db52ca58-0500-4bc6-b20d-cb6ef2311f17,25,1982668,822204,1049862,21,1442,6
db52ca58-0500-4bc6-b20d-cb6ef2311f17,26,1649911,911225,1969276,18,5542,1
db52ca58-0500-4bc6-b20d-cb6ef2311f17,27,3645513,580850,1384844,18,9103,5
db52ca58-0500-4bc6-b20d-cb6ef2311f17,28,2914833,920716,1094779,29,4645,9
db52ca58-0500-4bc6-b20d-cb6ef2311f17,29,2972751,758084,1009992,45,2360,9
db52ca58-0500-4bc6-b20d-cb6ef2311f17,30,1788802,236332,712921,14,7123,9
db52ca58-0500-4bc6-b20d-cb6ef2311f17,31,1614593,970831,743792,40,3811,5
db52ca58-0500-4bc6-b20d-cb6ef2311f17,32,3736892,552792,682873,17,4927,8
db52ca58-0500-4bc6-b20d-cb6ef2311f17,33,1269031,185615,1444504,22,4459,6
db52ca58-0500-4bc6-b20d-cb6ef2311f17,34,4282655,435683,1619803,32,8762,10
db52ca58-0500-4bc6-b20d-cb6ef2311f17,35,2093701,335633,268223,41,960,9
db52ca58-0500-4bc6-b20d-cb6ef2311f17,36,706147,412496,1850868,24,8157,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,1,3723403,988418,1030818,10,4862,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,2,2959337,300193,1530893,39,2228,9
06e745f9-88bc-439c-9f4c-3b79fb10987f,3,2298615,433593,929060,35,8208,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,4,4454274,794973,1999249,32,772,3
06e745f9-88bc-439c-9f4c-3b79fb10987f,5,3766807,414764,1051173,43,6080,1
06e745f9-88bc-439c-9f4c-3b79fb10987f,6,1401782,373452,1574510,22,4357,2
06e745f9-88bc-439c-9f4c-3b79fb10987f,7,827922,662379,1396492,37,6171,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,8,513737,474021,200708,10,4305,10
06e745f9-88bc-439c-9f4c-3b79fb10987f,9,2609775,925950,1936341,11,9848,5
06e745f9-88bc-439c-9f4c-3b79fb10987f,10,1190209,655552,398790,27,4779,7
06e745f9-88bc-439c-9f4c-3b79fb10987f,11,3665650,826749,919778,39,8776,2
06e745f9-88bc-439c-9f4c-3b79fb10987f,12,2601468,630270,331495,39,8176,9
06e745f9-88bc-439c-9f4c-3b79fb10987f,13,1114209,289328,1633814,29,3939,7
06e745f9-88bc-439c-9f4c-3b79fb10987f,14,4571007,836532,670734,43,8534,2
06e745f9-88bc-439c-9f4c-3b79fb10987f,15,4702097,743393,1755071,12,9355,8
06e745f9-88bc-439c-9f4c-3b79fb10987f,16,3043662,694626,491076,39,5677,1
06e745f9-88bc-439c-9f4c-3b79fb10987f,17,1897889,778915,856664,23,6586,7
06e745f9-88bc-439c-9f4c-3b79fb10987f,18,1049559,283246,1294153,24,5885,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,19,3944218,640550,1344406,16,9213,3
06e745f9-88bc-439c-9f4c-3b79fb10987f,20,1818265,922018,1233860,48,3944,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,21,4712653,251287,311446,24,7513,9
06e745f9-88bc-439c-9f4c-3b79fb10987f,22,1986841,145428,954790,20,896,7
06e745f9-88bc-439c-9f4c-3b79fb10987f,23,3125499,938387,868479,41,2132,3
06e745f9-88bc-439c-9f4c-3b79fb10987f,24,2636128,131389,243736,28,4670,8
06e745f9-88bc-439c-9f4c-3b79fb10987f,25,4451338,155764,936457,10,2693,2
06e745f9-88bc-439c-9f4c-3b79fb10987f,26,523100,607167,325424,41,7018,10
06e745f9-88bc-439c-9f4c-3b79fb10987f,27,4336671,804608,1947841,42,7176,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,28,1038023,803347,1419150,33,4741,6
06e745f9-88bc-439c-9f4c-3b79fb10987f,29,4582717,945609,864375,34,3265,8
06e745f9-88bc-439c-9f4c-3b79fb10987f,30,4598613,246225,1024458,41,2738,4
06e745f9-88bc-439c-9f4c-3b79fb10987f,31,4829460,836519,1689771,50,3112,5
